Cost,Title,Description,Location,Bedrooms,Bathrooms,Furnished,Space
"KSh 99,000,000",5bdrm Villa in Karen for Sale,"5 bedrooms all ensuitte with two DSQs for sale at Karen
Price: Ksh 99m
Spacious living room and...","Nairobi, Karen",4 bedrooms,5 bathrooms,Unfurnished,350sqm
"KSh 12,500,000",4bdrm Townhouse/Terrace in Matasia for sale,"4 bedroom townhouses plus dsq for sale In Ngong 
2 ensuite 
Size 1/8 acre
Swimming pool 
Kids play...","Kajiado, Ngong",2 bedrooms,2 bathrooms,Unfurnished,420sqm
"KSh 34,000,000",5bdrm House in Joska for Sale,"Green valley KANGUNDO RD.(5TH HOUSE FROM TARMAC - 100 METRES)
5 bedroom; 3 of them ensuite,
Master...","Nairobi, Kamulu",3 bedrooms,2 bathrooms,Unfurnished,nan
"KSh 95,000,000",6bdrm Maisonette in Karen for Sale,"Karen
This Exquisite Home allows you to have a true feel of nature, 
5 bedroom house sitted in Karen...","Nairobi, Karen",4 bedrooms,5 bathrooms,Unfurnished,3200sqm
"KSh 30,000,000",5bdrm Mansion in Membley Estate for sale,"Executive 5 bedroomed house, 2 ensuite, living room, dining, kitchen, balcony, garden, car parking...","Kiambu, Ruiru",4 bedrooms,4 bathrooms,Unfurnished,3500sqm
"KSh 4,200,000","2bdrm Apartment in Boma Ruiru, Gitothua for sale","Boma estate purchase prices
1050 units
studio apartments 40 units
Size 25 sqm

1bedroom [30...","Kiambu, Ruiru",1 bedroom,1 bathroom,Unfurnished,1800sqm
"KSh 12,700,000",2bdrm Apartment in Kilimani for sale,"Book your 1&2 bedroom unit today before the price hikes
Showrooms will be ready soon
The units...","Nairobi, Kilimani",1 bedroom,1 bathroom,Unfurnished,26sqm
"KSh 16,000,000","4bdrm Maisonette in Silicone Valley, Kamakis for sale","Ruiru, Kamakis, Silicon Valley 4BRM, all ensuite Maisonette with Gym area sitting on 67x67 plot....","Kiambu, Ruiru",4 bedrooms,4 bathrooms,Unfurnished,5000sqm
"KSh 39,000,000","10bdrm Apartment in Sparki, Tudor for sale","Experience the Best of Sparki: 
Beautiful 3-Story Apartment Building with 4 Units and No...","Mombasa, Tudor",3 bedrooms,2 bathrooms,Unfurnished,150sqm
"KSh 5,500,000","Furnished 2bdrm Villa in Karibuni Villar, Malindi for sale","Malindi karibuni
2bedroom Villar
Fully furnished
Accommodation per night is 10k
Price is 5.5M
For...","Kilifi, Malindi",3 bedrooms,3 bathrooms,Unfurnished,nan
"KSh 12,000,000",4bdrm House in Ngoingwa Estate for sale,"New house in Ngoingwa, Thika. Newly built four bedroom in it's own compound. It is a spacious house...","Kiambu, Thika",3 bedrooms,2 bathrooms,Unfurnished,130sqm
"KSh 10,500,000",in Ngong for sale,"3 bedroom bungalow in Ngong Matasia Memusi road. Master ensuite. Newly built, very spacious, in a...","Kajiado, Ngong",2 bedrooms,2 bathrooms,Unfurnished,100sqm
"KSh 5,200,000","3bdrm Bungalow in Mwisho Wa Lami, Sergoit for sale","3 Bedroom Quick sale Bungalow house in Chepkanga, Mwisho WA Lami (Near Livingstone).
The property is...","Uasin Gishu, Moiben",3 bedrooms,3 bathrooms,Unfurnished,1800sqm
"KSh 4,000,000","3bdrm Bungalow in Outspan, Racecourse for sale",Modern elegant 3 bedroomed house sitting on 1⁄4acre plot for sale in baraka outspan in...,"Uasin Gishu, Kesses",3 bedrooms,5 bathrooms,Unfurnished,160sqm
"KSh 9,500,000",3bdrm Maisonette in Athi River for Sale,"3 bedroom maisonette for sale in Athi-river
Amenities :
Modern kitchen finishing
 spacious dinning...","Machakos, Athi River",1 bedroom,1 bathroom,Unfurnished,50sqm
"KSh 4,500,000","Furnished 2bdrm Apartment in Kilifi,Mombasa for Sale",This is a 2bedrooms (1ensuite)town apartment located near Fayaz bakers Mombasa. It's positioning...,"Mombasa, Mombasa CBD",3 bedrooms,2 bathrooms,Unfurnished,200sqm
"KSh 55,000,000",6bdrm Maisonette in Karen for sale,"6 BDR 2 ensuite
3bdr guest house
Well manicured mature landscape, swimming pool, front...","Nairobi, Karen",3 bedrooms,2 bathrooms,Unfurnished,500sqm
"KSh 69,000,000",5bdrm Townhouse/Terrace in Karen for Sale,This lovely house located in the leafy suburb of karen contemporarily unit boasts of the following...,"Nairobi, Karen",4 bedrooms,3 bathrooms,Unfurnished,3840sqm
"KSh 24,500,000",4bdrm Penthouse in Lavington for Sale,Overlooking the greater Lavington area and it's environs is this magnificent penthouse apartment...,"Nairobi, Lavington",5 bedrooms,3 bathrooms,Unfurnished,175sqm
"KSh 37,000,000",4bdrm Apartment in Shanzu for sale,"Shanzu beach apartment for sale, Four bedroom all en suite and very spacious, open kitchen, swimming...","Mombasa, Shanzu",4 bedrooms,3 bathrooms,Semi-Furnished,225sqm
"KSh 5,900,000",2bdrm Apartment in Syokimau for Sale,"2 bedroom apartment house for sale just after Syokimau behind the Signature mall.
Amenities: 
All...","Machakos, Syokimau",5 bedrooms,5 bathrooms,Unfurnished,426sqm
"KSh 5,500,000",4bdrm Bungalow in Matasia for sale,"4 BEDROOMS MASTER ENSUITE KAURAI @ 5.5M
This 4 Bedrooms, Master en-suite stand alone bungalow is...","Kajiado, Ngong",4 bedrooms,5 bathrooms,Unfurnished,450sqm
"KSh 24,000,000","4bdrm Maisonette in Membley Estate, Ruiru for sale","* well fitted cabinets and wardrobes
* Plot size 40*80
* Nice gypsum finishing
* Social amenities...","Kiambu, Ruiru",3 bedrooms,2 bathrooms,Semi-Furnished,130sqm
"KSh 60,000,000",3bdrm House in Hardy for Sale,"This is sitting on half of an acre parcel in Karen. Quoting for 60m negotiable selling it.
Near...","Nairobi, Karen",4 bedrooms,4 bathrooms,Unfurnished,3200sqm
"KSh 90,000,000",4bdrm House in Karen C for sale,"4bedroom all ensuite massionate with servant quarter for 2. It has a spacious lounge, dinning area,...","Nairobi, Karen",4 bedrooms,3 bathrooms,Unfurnished,100sqm
"KSh 16,000,000","6bdrm Mansion in Kenyatta Road, Gatuanyaga for sale","Own this fantastic two-unit house, featuring a 3-bedroom unit upstairs and a 3-bedroom unit...","Kiambu, Thika",4 bedrooms,3 bathrooms,Unfurnished,900sqm
"KSh 48,000,000",4bdrm Maisonette in Kahawa Sukari for Sale,"KAHAWA SUKARI AMAZING 4BDRM MANSION ON SALE
New and Modernly Built home located in Kahawa...","Nairobi, Kahawa",3 bedrooms,2 bathrooms,Semi-Furnished,600sqm
"KSh 45,000,000","4bdrm Duplex in Northern Bypass, Ruaka for sale","4 BR duplex for sale at Ruaka, next to Two Rivers for Ksh 45M.
 Amenities and Utilities:
*Jogging...","Kiambu, Ruaka",4 bedrooms,2 bathrooms,Unfurnished,250sqm
"KSh 32,500,000","7bdrm Maisonette in Milimani, Kitengela for sale","Location: Kitengela Milimani, Acacia Rd, 1km from town, a well developed quiet neighbourhood on 0.25...","Kajiado, Kitengela",5 bedrooms,5 bathrooms,Furnished,500sqm
"KSh 35,000,000",6bdrm Maisonette in Hillside for sale,"Modern, new, high end classy fine touch finished 6 bedroom mansion plus 2 bedroom sq for sale in...","Uasin Gishu, Ainabkoi",4 bedrooms,4 bathrooms,Furnished,100sqm
"KSh 28,000,000",5bdrm Mansion in Raphta Road Area for Sale,"This property is along Waiyaki Way - Near ABC Place
5 bedrooms ,5 baths, 2 bedroom ensuite (master...","Nairobi, Westlands",3 bedrooms,4 bathrooms,Unfurnished,160sqm
"KSh 11,500,000",Furnished 1bdrm Apartment in Nyali for Sale,For sale 1 bedroom apartment bamburi near bamburi beach at the beach with swimming...,"Mombasa, Nyali",3 bedrooms,2 bathrooms,Unfurnished,100sqm
"KSh 7,500,000","3bdrm Bungalow in Matangi Junction, Kimbo for sale","3 bedroom bungalow,gated community,all rooms ensuite, gypsum ceiling,tiled floor. Security enhanced...","Kiambu, Ruiru",3 bedrooms,3 bathrooms,Unfurnished,150sqm
"KSh 14,750,000",4bdrm Mansion in Juja-Tola for Sale,"Tola houses newly build.
They are located behind mangu high and 5 minute drive from thika super...","Kiambu, Juja",3 bedrooms,2 bathrooms,Unfurnished,1000sqm
"KSh 6,500,000","3bdrm Apartment in Kings Square, Kapseret for sale","Eldoret kings square apartment for sale 
3bedroom
all ensuite
standby generator 
mortgage accepted","Uasin Gishu, Kapseret",5 bedrooms,3 bathrooms,Unfurnished,400sqm
"KSh 30,000,000",3bdrm Apartment in Nyali for Sale,"FOR SALE,NYALI.
Executive Beachfront Apartments for sale 2 and 3 bedrooms very specious and all...","Mombasa, Nyali",5 bedrooms,4 bathrooms,Unfurnished,450sqm
"KSh 5,800,000",3bdrm Bungalow in Kitengela for sale,Own your place in kitengela for just 5.8m three bedrooms all ensuite modern kitchen at kitengela...,"Kajiado, Kitengela",5 bedrooms,1 bathroom,Unfurnished,nan
"KSh 22,000,000",2bdrm Block of Flats in Ongata Rongai for sale,The 4 units 2br property sits on 1/4 acre in rongai town near Nairobi womens hospital approximately...,"Kajiado, Ongata Rongai",4 bedrooms,3 bathrooms,Unfurnished,1000sqm
"KSh 8,500,000","3bdrm Apartment in Lifestyle Heights, Ruiru for sale","3 Bedroom Master Ensuite apartment in Lifestyle Heights, Tatu City. 
Features 
24Hrs...","Kiambu, Ruiru",6 bedrooms,5 bathrooms,Unfurnished,1500sqm
"KSh 7,500,000","4bdrm Bungalow in Autspan, Racecourse for Sale","Elegant, modern, newly built, highly finished, spaciouse 4 bedroom house sitting on a 1⁄4 plotfor...","Uasin Gishu, Kesses",5 bedrooms,4 bathrooms,Unfurnished,325sqm
"KSh 21,500,000",4bdrm Maisonette in Syokimau for Sale,"4 bedroom syokimau townhouse/ maisonette +sq for sale
amenities:
the house has 4 bedrooms. the...","Machakos, Syokimau",3 bedrooms,3 bathrooms,Unfurnished,130sqm
"KSh 12,000,000","7bdrm Bungalow in Chebarus, Kimumu for sale",This is a property Having a a modern 3 bedroom house combined with 3 units of 1bedrooms and a unit...,"Uasin Gishu, Moiben",6 bedrooms,5 bathrooms,Unfurnished,600sqm
"KSh 180,000,000",5bdrm House in Karen for Sale,5bed Town House in a secure gated community sitting on half acre. The house has high-end finishings...,"Nairobi, Karen",3 bedrooms,2 bathrooms,Furnished,16sqm
"KSh 35,000,000",6bdrm Mansion in Muthaiga for Sale,*located at Muthaiga Spring Court *Sitting 50*100 *Security manned 24/7by security Guards *Can be...,"Nairobi, Muthaiga",4 bedrooms,4 bathrooms,Unfurnished,nan
"KSh 5,500,000","2bdrm Apartment in Chania Village, Thika for Sale","*Thika, 2 bedroom apartment in a gated community.
*Secure neighborhood. 
* 45 minutes drive from...","Kiambu, Thika",2 bedrooms,1 bathroom,Unfurnished,85sqm
"KSh 5,125,000",1bdrm Apartment in Ruaka for sale,Spacious Affordable 1 Bedroom Apartment at Ruaka for Sale from Ksh 5.1M (63 sqm). 2 Bedroom from Ksh...,"Kiambu, Ruaka",2 bedrooms,2 bathrooms,Unfurnished,76sqm
"KSh 13,000,000",3bdrm Apartment in Nyali for Sale,This is a gorgeous 3 bedrooms (with 2 ensuite) apartment in Nyali on a very prestigious locality...,"Mombasa, Nyali",3 bedrooms,3 bathrooms,Unfurnished,1000sqm
"KSh 19,000,000",6bdrm Bungalow in Shanzu for Sale,"On a quarter plot.six bedrooms, borehole, well secured stone fenced neighborhood all the...","Mombasa, Shanzu",3 bedrooms,2 bathrooms,Unfurnished,2400sqm
"KSh 6,500,000",3bdrm Bungalow in Kiserian for sale,"3 bedroom Bangalow for sale in kiserian sitting on an eighty acre plot.
The Area is has Multiple...","Kajiado, Kiserian",4 bedrooms,5 bathrooms,Semi-Furnished,500sqm
"KSh 11,000,000","3bdrm Apartment in Waiyaki Way, Mountain View for Sale","This 3 bedroom plus Dsq on sale is along Waiyaki way. 
Very accessible and convenient for working...","Nairobi, Mountain View",6 bedrooms,5 bathrooms,Semi-Furnished,1000sqm
"KSh 13,500,000","4bdrm Maisonette in Mugutha, Ruiru for Sale","* In a very established developed area
* Roughly 2.5km from thika superhighway
* Power and water...","Kiambu, Ruiru",2 bedrooms,2 bathrooms,Unfurnished,88sqm
"KSh 9,250,000","3bdrm Bungalow in the Manna Residence, Ruiru for Sale","THE MANNA RESIDENCE Ruiru
 Location; Ruiru... 4km from Ruiru town... 300 meters off the tarmac.
 3...","Kiambu, Ruiru",3 bedrooms,2 bathrooms,Unfurnished,4900sqm
"KSh 10,000,000",Mini Flat in Mikindani for sale,Mini flat available for sale in mikindani estate. Located along the cabro access road at the heart...,"Mombasa, Jomvu",3 bedrooms,3 bathrooms,Unfurnished,1735sqm
"KSh 9,000,000",3bdrm Apartment in Kikuyu for sale,"*3BR APARTMENT For SALE in Kiambu County*
Residential opportunities, Buy 3BR house and start owning...","Kiambu, Kikuyu",1 bedroom,1 bathroom,Unfurnished,10sqm
"KSh 4,900,000",3bdrm Bungalow in Kipkenyo for Sale,"3 Bedroom Modern House For Sale in Kipkenyo Eldoret 
Kipkenyo 4 project
We are building a modern...","Uasin Gishu, Kapseret",3 bedrooms,3 bathrooms,Unfurnished,2400sqm
"KSh 25,000,000",4bdrm Maisonette in Membley Estate for sale,"Membley- Church Road – Spring Valley Court
4br Master ensuite
1bedroom downstairs
Sunken...","Kiambu, Ruiru",3 bedrooms,4 bathrooms,Unfurnished,nan
"KSh 19,000,000",3 Bdrm Apartment Onsale Sale at Kizingo Mombasa,Ambiance three bedroom sea view apartments onsale located at mombasa cbd kizingo.the apartment is 12...,"Mombasa, Kizingo / Mombasa",4 bedrooms,4 bathrooms,Unfurnished,272sqm
"KSh 6,500,000","4bdrm House in Majaoni, Utange for Sale",A four bedrooms house at majaoni newly built with a plan and land title deed with a big parking and...,"Mombasa, Bamburi",5 bedrooms,5 bathrooms,Unfurnished,225sqm
"KSh 5,500,000","3bdrm Bungalow in Gwa Tom, Ruiru for sale","*bungalow house on sale at ruiru 
plot size -40*60
can be accessible in both kimbo matangi rd en...","Kiambu, Ruiru",4 bedrooms,2 bathrooms,Unfurnished,600sqm
"KSh 7,900,000","3 Bedroomed Bungalow For Sale At Ruiru, Greenvalley Estate","modern house, spacious rooms, parking for 3 cars, only 2km from the Eastern bypass, ready title...","Kiambu, Ruiru",4 bedrooms,4 bathrooms,Semi-Furnished,600sqm
"KSh 7,800,000",3bdrm Bungalow in Rimpa for sale,"Looking for affordable home to buy,
✓ A four -bedroom bungalow
✓ all the bedrooms are Master...","Kajiado, Ongata Rongai",2 bedrooms,1 bathroom,Unfurnished,5000sqm
"KSh 3,900,000","3bdrm Bungalow in Sabasaba, Kimorori/Wempa for Sale",A 3 bedroom bungalow is on sale at Sabasaba-Kenol.The house is about 2kms from sabasaba town.The...,"Murang'a, Kimorori/Wempa",2 bedrooms,2 bathrooms,Unfurnished,88sqm
"KSh 170,000,000","6bdrm Villa in 6Br All Ensuite On, Hardy for sale",6Br House on an acre in Karen Hardy,"Nairobi, Karen",2 bedrooms,2 bathrooms,Unfurnished,1600sqm
"KSh 12,000,000",3bdrm Bungalow in Kikuyu-Jambu Tv for sale,"New 3br all ensuite bungalows for sale in kikuyu with a plinth area of 160sqm,the houses sit on a 50...","Kiambu, Kikuyu",3 bedrooms,2 bathrooms,Unfurnished,100sqm
"KSh 7,500,000",3bdrm Bungalow in Kimbo Matangi Murera for Sale,"BRAND NEW BUNGALOW HOUSE ON SALE ALONG THIKA RD RUIRU KIMBO AT 7.5M
*Selling 3- bedrooms house at...","Kiambu, Ruiru",3 bedrooms,4 bathrooms,Unfurnished,140sqm
"KSh 7,500,000","3bdrm Bungalow in Matangi Ambassador, Ruiru for sale","3 bedroom bungalow for sale.
Located at matangi .
All rooms are ensuite.
Ready title deed.
In a...","Kiambu, Ruiru",4 bedrooms,4 bathrooms,Unfurnished,1250sqm
"KSh 22,000,000",5bdrm Mansion in Kenyatta Road for sale,"Kenyatta road | 5 bedroom mansion | incomplete for sale. 
located along kenyatta road in a...","Kiambu, Juja",3 bedrooms,3 bathrooms,Furnished,260sqm
"KSh 4,250,000",3bdrm Apartment in Bamburi Greenview for sale,"For sale || bamburi || 1,2&3 bedroom || swimming pool || clubhouse || bamburi mombasa.
 
bamburi...","Mombasa, Bamburi",3 bedrooms,4 bathrooms,Unfurnished,143sqm
"KSh 60,000,000","4bdrm House in 3Rd Avenue Estate, Nyali for sale",This is an own compound house for sale in nyali 3rd avenue its in a slightly bigger than 1/4 of sn...,"Mombasa, Nyali",4 bedrooms,5 bathrooms,Unfurnished,600sqm
"KSh 15,000,000","4bdrm Apartment in Mkoroshoni, Sokoni for Sale","Kilifi house on sale 
4 bedroom
All bedrooms are ensuite
Plot size is 80 by 100
With ready title...","Kilifi, Kilifi North",4 bedrooms,5 bathrooms,Unfurnished,225sqm
"KSh 8,000,000",3bdrm Maisonette in Kenyatta Road for sale,"3 Bedroom all ensuite for sale at Kenyatta road 
Gated community on an eighth plot.
Plot size...","Kiambu, Juja",3 bedrooms,1 bathroom,Unfurnished,500sqm
"KSh 245,000",in Lavington for sale,"Outstanding secure 4 bedrooms corner townhouse plus study room and dsq
Description
Extremely...","Nairobi, Lavington",4 bedrooms,5 bathrooms,Unfurnished,5000sqm
"KSh 7,500,000",3bdrm Bungalow in Ruiru for Sale,"*laundry area
*roughly 100m from tarmac
*all social amenities
* perimeter wall all round
* Asking...","Kiambu, Ruiru",4 bedrooms,5 bathrooms,Unfurnished,240sqm
"KSh 18,000,000","3bdrm Apartment in Affordable, Kilimani for sale","A rare blend of Luxury & Comfort*
*Completion date: 2026*
Meticulous Designs of Studios, 1, 2 and 3...","Nairobi, Kilimani",4 bedrooms,5 bathrooms,Unfurnished,200sqm
"KSh 1,300,000",Mini Flat in Kipkenyo for sale,"1⁄8 PLOT FOR SALE WITH ONE BEDROOM HOUSE en suite ON SALE KIPKENYO
The farm is 1.8km off Eldoret-...","Uasin Gishu, Kapseret",4 bedrooms,4 bathrooms,Unfurnished,3200sqm
"KSh 150,000,000",9bdrm Mansion in Hardy for sale,"House for sale in Karen Hardy
9 bedrooms
Half acre piece of land.roba","Nairobi, Karen",3 bedrooms,3 bathrooms,Unfurnished,1000sqm
"KSh 3,500,000","2bdrm Apartment in Ongata Rongai, Nkoroi for sale","Spacious 2 bedrooms apartments located 50 metres from main Magadi Road.
Master bedroom is...","Kajiado, Ongata Rongai",6 bedrooms,5 bathrooms,Semi-Furnished,600sqm
"KSh 19,500,000","5bdrm Maisonette in Sabaki, Syokimau for Sale","5 bedroom maisonette for sale in Sabaki.
located just behind signature mall.
The house is in a gated...","Machakos, Syokimau",4 bedrooms,3 bathrooms,Unfurnished,4000sqm
"KSh 36,000,000",4bdrm Maisonette in Membley Estate for Sale,"The flat roof massionate has a modern finishing
-at the heart of the gated and controlled membley...","Kiambu, Ruiru",5 bedrooms,4 bathrooms,Unfurnished,4356sqm
"KSh 9,450,000","3bdrm Bungalow in Elgon, Kenyatta Road / Theta for Sale","**elgon court**
construction has commenced at 14th grove estate.
this is the estate that we are...","Kiambu, Juja",3 bedrooms,3 bathrooms,Unfurnished,500sqm
"KSh 30,000,000","6bdrm Maisonette in Daykio Bustani, Kiambu / Kiambu  for sale","Massionate on sale 6 bedroom house all ensuit sitting on 1/4 an acre 90% complete, in Ruiru 31/2...","Kiambu, Kiambu / Kiambu",5 bedrooms,5 bathrooms,Unfurnished,5000sqm
"KSh 250,000,000","Furnished 5bdrm House in Bosmanproperties, Nyali for sale","Residential beach house on sale
5 bedrooms house
on 2acres beach front
location nyali 
sandy beach","Mombasa, Nyali",4 bedrooms,4 bathrooms,Unfurnished,5000sqm
"KSh 9,500,000","2bdrm Apartment in Lower Kabete, Kikuyu for Sale","With high end modern and latest finishes lift gym borehole .close proximity 24,hrs security services","Kiambu, Kikuyu",4 bedrooms,3 bathrooms,Unfurnished,125sqm
"KSh 10,500,000","4bdrm Apartment in Grandville Estate, Kikuyu for Sale","Located along waiyaki way, 87 area near damacrest group of schools just 25 mins drive from CBD with...","Kiambu, Kikuyu",3 bedrooms,4 bathrooms,Unfurnished,2500sqm
"KSh 220,000,000",4bdrm Mansion in Old Nyali for sale,This is a beach front house for sale in nyali at beach.its set in 2acres of land and its ideal for...,"Mombasa, Nyali",2 bedrooms,1 bathroom,Unfurnished,100sqm
"KSh 38,000,000",Furnished 6bdrm Mansion in Ongata Rongai for Sale,"A newly built 6 bedroom mansion overlooking Nairobi National Park in a 1/4 acre compound.
It is...","Kajiado, Ongata Rongai",4 bedrooms,4 bathrooms,Furnished,700sqm
